"name","unp","instrument_uuid","ticker","share_kind"
"ОАО ""Кличевские Бытуслуги""","700000059","a98ede02","T4750-S0001","common"
"ОАО ""Княж""","300033137","23f4f4f8","T3284-S0001","common"
"ОАО ""Кобальт""","600095395","2302397f","T3984-S0001","common"
"ОАО ""Кобринагромаш""","200041594","becfc43b","T0913-S0001","common"
"ОАО ""Кобрин-Дизайн""","200042401","22b28346","T0915-S0001","common"
"ОАО ""Кобринремстрой""","200093555","4a3abdaf","T0944-S0001","common"
"ОАО ""Кобринский инструментальный завод ""СИТОМО""","200094005","6f1ab566","T3219-S0001","common"
"ОАО ""Кобринский МСЗ""","200093343","d4fde227","T0942-S0001","common"
"ОАО ""Козловичи-Агро""","600043429","876723e4","T3449-S0001","common"
"ОАО ""Колбча-Агро""","700000061","c8b28104","T5507-S0001","common"
"ОАО ""Колядичиагромаш""","190409456","edf23c56","T0828-S0001","common"
"ОАО ""Комбинат ""Восток""","400047567","4e134b3e","T4910-S0001","common"
"ОАО ""Комбинат школьного питания""","700010234","1d8433d5","T2370-S0001","common"
"ОАО ""Комбинат школьного питания ""Купалинка""","790223063","9b797c57","T1985-S0001","common"
"ОАО ""Коминтерн""","400010873","d069497c","T1267-S0003","common"
"ОАО ""Компаньон""","400075409","98678e42","T1360-S0004","common"
"ОАО ""Комплекс-партнёр""","400061243","c3adc79a","T2460-S0001","common"
"ОАО ""КОМПЛЕКТ""","100377927","33ad3548","T0772-S0003","common"
"ОАО ""Комсомольская правда""","300011659","04d1da3b","T3402-S0001","common"
"ОАО ""Кондитерская фабрика ""Слодыч""","100129695","89594d6c","T0720-S0001","common"
"ОАО ""Конструкторское бюро системного программирования""","400063473","2a493411","T2316-S0001","common"
"ОАО ""Коптевская Нива""","790218022","cdf76461","T3087-S0001","common"
"ОАО ""Кореличи-Лен""","500011424","5f870403","T1444-S0001","common"
"ОАО ""Кормаагросервис""","490313984","e59d8870","T1427-S0001","common"
"ОАО ""Корсаковичский""","690301821","2a80df74","T1796-S0003","common"
"ОАО ""Косино""","600019434","67da5d6a","T3564-S0001","common"
"ОАО ""Коссово""","200099247","fd273f07","T5569-S0001","common"
"ОАО ""Коссовское МПО""","200099007","416d8ae1","T0191-S0005","common"
"ОАО ""Коханово-АГРО""","300011646","9b7bb0ba","T3463-S0001","common"
"ОАО ""Крайск""","600041786","72468bb4","T3536-S0001","common"
"ОАО ""Крановый завод""","600154185","cac4bb26","T1768-S0001","common"
"ОАО ""Краснодворцы""","600071008","3e91f4dc","T3268-S0001","common"
"ОАО ""Красносельский торг""","500029414","47efcf0d","T1484-S0001","common"
"ОАО ""Красносельскстройматериалы""","590118065","0fcd3d23","T1600-S0010","common"
"ОАО ""Красный Октябрь""","300003144","1e28beed","T0193-S0003","common"
"ОАО ""Красный партизан""","200079243","ae3df0ee","T5956-S0001","common"
"ОАО ""Красный пищевик""","700067279","313a5933","T1887-S0003","common"
"ОАО ""КРИНИЦА""","100006988","84dd6453","T0612-S0004","common"
"ОАО ""КРИОН""","100297116","57184f4c","T0756-S0001","common"
"ОАО ""Кристалл-маг""","200168503","5709cfe0","T0991-S0001","common"
"ОАО ""Кричевский завод ЖБИ""","700048376","0b29c46b","T1865-S0001","common"
"ОАО ""Кричевский рынок""","700332293","0ac4bf69","T3157-S0001","common"
"ОАО ""Кричевцементношифер""","700179598","0361c54c","T4082-S0001","common"
"ОАО ""Круглянская Искра""","700107602","f1e583c8","T5964-S0001","common"
"ОАО ""Крутогорье-Петковичи""","600112675","cbbd3a97","T3748-S0001","common"
"ОАО ""КСП-92""","100144273","d5eddc2b","T2247-S0001","common"
"ОАО ""КСП-92""","100144273","0f7aa264","T2247-S0002P","preferred"
"ОАО ""Кузлитмаш""","200182698","ab0bdcea","T3122-S0001","common"
"ОАО ""КУПАЛИНКА"" г. Солигорск","600024633","3e83f2b5","T0372-S0004","common"
"ОАО ""Куритичи""","400031646","f24eb141","T4900-S0001","common"
"ОАО ""Курополье-агро""","300077247","e34ecb1f","T3330-S0001","common"
"ОАО ""Кухчицы""","600123540","942383da","T3808-S0001","common"
"ОАО ""Кушлики""","300076850","0874a9cc","T3222-S0001","common"
"ОАО ""Лакокраска"" г.Лида","500021625","a5ec82d0","T1469-S0003","common"
"ОАО ""Лань-Несвиж""","600038087","f1753cb1","T3588-S0001","common"
"ОАО ""Ласицк""","200079866","71009e75","T5925-S0001","common"
"ОАО ""Легпромцентр""","100003379","d53995a6","T2754-S0001","common"
"ОАО ""Лежни""","300035048","f8cdcd79","T3484-S0001","common"
"ОАО ""Лельчицкая ПМК-103""","400008658","e1b89796","T1261-S0001","common"
"ОАО ""Лельчицкий агросервис""","400009031","8c6e7a8b","T1262-S0005","common"
"ОАО ""Лента""","700002794","888c6742","T0144-S0006","common"
"ОАО ""Лента""","700002794","a5065ee3","T0144-S0007P","preferred"
"ОАО ""Лепельпромшвеймебель""","300038815","fcf2b58c","T1142-S0001","common"
"ОАО ""ЛЕСОХИМИК""","600012243","2543fc44","T0367-S0003","common"
"ОАО ""Лидагазстрой""","500256848","cc1a79e6","T1588-S0001","common"
"ОАО ""Лидагропроммаш""","590586728","9fbe5915","T1603-S0003","common"
"ОАО ""Лиданефтепродукт""","500021640","ac192db0","T1471-S0001","common"
"ОАО ""Лидапищеконцентраты""","500021268","416f2445","T1467-S0004","common"
"ОАО ""Лидастройматериалы""","500016071","0de15b9f","T2325-S0001","common"
"ОАО ""Лидахлебопродукт""","500022448","6c787a0f","T1472-S0007","common"
"ОАО ""Лидская обувная фабрика""","500015698","7c4666c5","T1456-S0001","common"
"ОАО ""Лидская СТО-1""","500016069","f7886249","T1458-S0003","common"
"ОАО ""Лидский завод электроизделий""","500021270","c52eb3e1","T1468-S0003","common"
"ОАО ""Лидский литейно-механический завод""","500016122","07b97d7b","T1459-S0001","common"
"ОАО ""Лидское пиво""","500022116","b672f31e","T2326-S0003","common"
"ОАО ""Лиозненский райагросервис""","300004140","ecfaca17","T1100-S0004","common"
"ОАО ""ЛИПНИКСКИЙ""","200098557","75012290","T5747-S0001","common"
"ОАО ""Литвяны-Агро""","600002346","0ab5255e","T3712-S0001","common"
"ОАО ""Литусово""","300027753","586bcfbd","T3332-S0001","common"
"ОАО ""ЛИФТСЕРВИС""","100088852","dcb902c4","T0277-S0001","common"
"ОАО ""ЛМЗ Универсал""","600122531","96d1a3b4","T1746-S0001","common"
"ОАО ""Локон""","200020050","6da81933","T0863-S0001","common"
"ОАО ""Локон""","400071194","4796dd82","T1353-S0001","common"
"ОАО ""Ломовичи""","400007728","4dda1bdd","T4183-S0001","common"
"ОАО ""Лорри-Сервис""","200246280","76c927b2","T1040-S0003","common"
"ОАО ""Лорри-Сервис""","200246280","38a93c4b","T1040-S0004P","preferred"
"ОАО ""Лоск""","600019620","14b1bbb0","T3464-S0001","common"
"ОАО ""Лошницкий комбикормовый завод""","600033881","2f297f08","T1680-S0001","common"
"ОАО ""ЛРМЗ""","300039495","b7102cb0","T1144-S0001","common"
"ОАО ""ЛРСП-17""","500016625","fbcd4dbb","T1462-S0001","common"
"ОАО ""Лукское""","490086076","34218b62","T4740-S0001","common"
"ОАО ""Лунинецлес""","200251040","f8260c94","T1046-S0001","common"
"ОАО ""Лыще""","200256318","88667d86","T5935-S0001","common"
"ОАО ""ЛЭМ""","300007839","5c4900b3","T1103-S0001","common"
"ОАО ""Любанский завод стеновых блоков""","600016596","30fa9866","T1640-S0001","common"
"ОАО ""Любиново""","300070811","ce5feca5","T3192-S0001","common"
"ОАО ""Люденевичи""","400050166","c5dc6f9b","T4769-S0001","common"
"ОАО ""Людмила-93""","700060090","47f51e3f","T1879-S0001","common"
"ОАО ""Ляховичский консервный завод""","200227306","ccbb7ff0","T1037-S0005","common"
"ОАО ""Ляховичский льнозавод""","200058029","884797f6","T0278-S0003","common"
"ОАО ""Магазин № 45. Продтовары""","400396474","e7c0eae7","T1414-S0001","common"
"ОАО ""Магазин ""Буратино""","200287003","f8de566f","T1062-S0001","common"
"ОАО ""МАГАЗИН ""ПУТЕЙНЫЙ""","101042721","dcc9eacb","T0797-S0001","common"
"ОАО ""Магазин ""Строитель""","700238227","fe94f54b","T1956-S0001","common"
"ОАО ""Магазин ""Юбилейный""","700052459","5b409f3b","T1872-S0001","common"
"ОАО ""МАГОЛ""","690000964","2de3991f","T1790-S0001","common"
"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""","100320487","9462934d","T2403-S0001","common"
"ОАО ""Макарово-Агро""","200193244","c1dd84cf","T1006-S0001","common"
"ОАО ""Макеевичи""","700102894","093ec2ab","T3204-S0001","common"
"ОАО ""МАКРОДОР""","100059044","2290a0a1","T0670-S0001","common"
"ОАО ""МАЛЬВА""","100041360","ec61986b","T0650-S0001","common"
"ОАО ""МАПИД""","100008115","4e55f4e6","MAPID-S0003","common"
"ОАО ""Матеевичи""","200038584","e774e0a9","T5908-S0001","common"
"ОАО ""Машеровский""","200075462","23f0ab9b","T5352-S0001","common"
"ОАО ""Маяк-78""","600112700","bda31156","T3745-S0001","common"
"ОАО ""Маяк Высокое""","300009076","f06e7226","T3488-S0001","common"
"ОАО ""Мебель""","400025984","b83b95a9","T1292-S0001","common"
"ОАО ""Мебель Интерьер Центр""","100315420","0151c352","T0763-S0001","common"
"ОАО ""Медик""","400022319","15b96c15","T2962-S0001","common"
"ОАО ""Медицинская инициатива""","100828260","2f355bb1","T3129-S0001","common"
"ОАО ""Медпласт""","400063552","e755d427","T1342-S0003","common"
"ОАО ""Мекосан""","200121754","86a8d19d","T0969-S0001","common"
"ОАО ""Мерица""","300171257","e4809865","T3131-S0001","common"
"ОАО ""Меркурий-Борисов""","600236904","174b3f97","T3893-S0001","common"
"ОАО ""Меркурий и К""","600039068","5a28eca0","T2353-S0001","common"
"ОАО ""Металлоконструкции""","400051481","add29176","T1319-S0001","common"
"ОАО ""Мехколонна № 43, г.Витебск""","300125161","db074d16","T1213-S0001","common"
"ОАО ""МЗАЛ им. П.М. Машерова""","100316613","599b0b92","T4003-S0001","common"
"ОАО ""МЗОР""","100868495","9082eda9","T3653-S0001","common"
"ОАО ""Милкавита""","400068171","f9f31d50","T1345-S0006","common"
"ОАО ""МИНБАКАЛЕЯТОРГ""","100123059","a904b093","T0718-S0001","common"
"ОАО ""Миноблавтотранс""","600013199","aef719bc","T3292-S0001","common"
"ОАО ""Минобллифт""","690654706","3f18006b","T3209-S0001","common"
"ОАО ""МИНОТЕЛЬ""","100041411","38ef32d0","MINOT-S0003","common"
"ОАО ""Минская ПМК""","600052623","adde7f91","T3285-S0001","common"
"ОАО ""МИНСКВОДСТРОЙ""","600013209","aa9ae95f","T1632-S0001","common"
"ОАО ""МИНСКДРЕВ""","100023727","d063a5ff","T0638-S0001","common"
"ОАО ""МИНСКЖЕЛЕЗОБЕТОН""","100099082","600ae5d4","T0702-S0001","common"
"ОАО ""Минские телевизионные информационные сети""","100363958","5a555814","T3270-S0001","common"
"ОАО ""Минский Агросервис""","690654790","ba1fb9bc","T3224-S0001","common"
"ОАО ""Минский вагоноремонтный завод""","100122887","13eeb90a","T3294-S0001","common"
"ОАО ""МИНСКИЙ ДОМОСТРОИТЕЛЬНЫЙ КОМБИНАТ""","100258980","092bd8b2","T0749-S0001","common"
"ОАО ""МИНСКИЙ ЗАВОД ИГРИСТЫХ ВИН""","100349860","001608ec","T0766-S0001","common"
"ОАО ""МИНСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""","600013186","6e5144bb","T1631-S0001","common"
"ОАО ""МИНСКИЙ МАРГАРИНОВЫЙ ЗАВОД""","100185236","b5de6d97","T0730-S0005","common"
"ОАО ""Минский молочный завод № 1""","100058367","5e4ab260","T0668-S0001","common"
"ОАО ""МИНСКИЙ НИИ РАДИОМАТЕРИАЛОВ""","100428401","f6608df8","T3220-S0001","common"
"ОАО ""МИНСКИЙ ПКТИ""","100017256","283e5f66","T0635-S0001","common"
"ОАО ""Минский Промтранспроект""","100364012","50de26c8","T3485-S0001","common"
